cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
375030	41670	0.89999	0.044703	0	0	0.082793	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
416700	41670	0.99998	0.043474	0	0	0.082913	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
416707	7	1	0.043455	0	0	0	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
16843	16844	0.1	0.51138	0	0	0.13251	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
33686	16843	0.2	0.28149	0	0	0.13406	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
50529	16843	0.3	0.16997	5.9372e-05	0	0.1308	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
67372	16843	0.4	0.11796	0	0	0.13109	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
84215	16843	0.5	0.092856	0	0	0.13412	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
101058	16843	0.6	0.083167	0	0	0.13448	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
117901	16843	0.7	0.077277	5.9372e-05	0	0.13317	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
134744	16843	0.8	0.074475	0	0	0.13281	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
151587	16843	0.9	0.071887	0	0	0.13376	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
168430	16843	0.99999	0.068918	0	0	0.13276	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
168431	1	1	0.068942	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
19287	19288	0.1	0.50805	0	0	0.13138	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
38574	19287	0.2	0.27734	0	0	0.12921	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
57861	19287	0.3	0.16776	5.1848e-05	0	0.13102	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
77148	19287	0.4	0.11566	0	0	0.13341	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
96435	19287	0.5	0.09119	0	0	0.13076	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
115722	19287	0.6	0.08053	5.1848e-05	0	0.13035	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
135009	19287	0.7	0.07688	5.1848e-05	0	0.13346	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
154296	19287	0.8	0.073541	0	0	0.129	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
173583	19287	0.9	0.071073	0	0	0.13698	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
192870	19287	0.99999	0.071488	0	0	0.12864	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
192871	1	1	0.071488	0	0	1	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
135469	135470	0.1	0.4787	0	0	0.063859	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
270938	135469	0.2	0.23777	0	0	0.064015	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
406407	135469	0.3	0.12711	7.3818e-06	0	0.064406	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
541876	135469	0.4	0.076791	0	0	0.064487	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
677345	135469	0.5	0.053143	0	0	0.064443	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
812814	135469	0.6	0.042235	0	0	0.063557	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
948283	135469	0.7	0.037248	0	0	0.06679	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
1083752	135469	0.8	0.035214	7.3818e-06	0	0.066679	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
1219221	135469	0.9	0.033983	0	0	0.065587	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
1354690	135469	1	0.033413	7.3818e-06	0	0.065867	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
1354695	5	1	0.033413	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
33051	33052	0.1	0.50436	0	0	0.12129	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
66102	33051	0.2	0.26836	0	0	0.12042	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
99153	33051	0.3	0.15939	0	0	0.12571	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
132204	33051	0.4	0.10611	0	0	0.11906	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
165255	33051	0.49999	0.082392	3.0256e-05	0	0.12233	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
198306	33051	0.59999	0.06891	0	0	0.11879	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
231357	33051	0.69999	0.063598	0	0	0.11857	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
264408	33051	0.79999	0.06148	0	0	0.11972	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
297459	33051	0.89999	0.059834	0	0	0.11788	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
330510	33051	0.99998	0.058551	3.0256e-05	0	0.11969	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
330515	5	1	0.058551	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
190749	190750	0.1	0.49877	0	0	0.10932	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
381498	190749	0.2	0.26237	0	0	0.1092	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
572247	190749	0.3	0.15242	0	0	0.10905	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
762996	190749	0.4	0.10048	0	0	0.1092	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
953745	190749	0.5	0.076251	0	0	0.10837	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1144494	190749	0.6	0.064969	0	0	0.10703	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1335243	190749	0.7	0.059236	0	0	0.109	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1525992	190749	0.8	0.056841	0	0	0.10885	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1716741	190749	0.9	0.055201	0	0	0.10995	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1907490	190749	1	0.054541	0	0	0.11024	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
1907491	1	1	0.054541	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
28214	28215	0.1	0.49608	0	0	0.10232	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
56428	28214	0.2	0.25974	0	0	0.10318	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
84642	28214	0.3	0.15185	0	0	0.10009	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
112856	28214	0.4	0.099624	0	0	0.098036	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
141070	28214	0.5	0.075268	3.5443e-05	0	0.10169	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
169284	28214	0.6	0.063628	0	0	0.099383	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
197498	28214	0.7	0.057985	0	0	0.10204	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
225712	28214	0.8	0.056468	0	0	0.1031	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
253926	28214	0.9	0.056553	0	0	0.10371	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
282139	28213	1	0.0542	3.5445e-05	0	0.10134	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
32791	32792	0.1	0.47659	0	0	0.059771	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
65582	32791	0.2	0.23566	0	0	0.062182	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
98373	32791	0.3	0.12723	0	0	0.064255	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
131164	32791	0.4	0.076605	0	0	0.061358	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
163955	32791	0.49999	0.053916	0	0	0.062578	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
196746	32791	0.59999	0.041706	0	0	0.062029	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
229537	32791	0.69999	0.03812	3.0496e-05	0	0.063127	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
262328	32791	0.79999	0.035082	0	0	0.060504	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
295119	32791	0.89999	0.033862	0	0	0.064072	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
327910	32791	0.99998	0.034094	0	0	0.059803	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
327915	5	1	0.034082	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
386105	386106	0.1	0.46402	0	0	0.033768	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
772210	386105	0.2	0.2214	0	0	0.033936	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
1158315	386105	0.3	0.11019	0	0	0.033149	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
1544420	386105	0.4	0.059405	5.1799e-06	0	0.033641	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
1930525	386105	0.5	0.036537	5.1799e-06	0	0.033804	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
2316630	386105	0.6	0.026102	0	0	0.034245	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
2702735	386105	0.7	0.021382	2.59e-06	0	0.033333	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
3088840	386105	0.8	0.019172	0	0	0.034436	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
3474945	386105	0.9	0.018182	0	0	0.033437	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
3861050	386105	1	0.01766	0	0	0.033211	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
3861051	1	1	0.01766	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
161146	161147	0.1	0.48605	0	0	0.080697	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
322292	161146	0.2	0.24793	0	0	0.079884	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
483438	161146	0.3	0.13745	0	0	0.080269	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
644584	161146	0.4	0.085503	0	0	0.080455	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
805730	161146	0.5	0.062234	6.2056e-06	0	0.081566	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
966876	161146	0.6	0.050831	0	0	0.081237	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
1128022	161146	0.7	0.045596	1.2411e-05	0	0.079307	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
1289168	161146	0.8	0.043513	6.2056e-06	0	0.081479	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
1450314	161146	0.9	0.042039	6.2056e-06	0	0.080951	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
1611459	161145	1	0.041565	6.2056e-06	0	0.081318	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
102696	102697	0.1	0.49374	0	0	0.09678	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
205392	102696	0.2	0.25701	0	0	0.096586	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
308088	102696	0.3	0.14611	0	0	0.097346	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
410784	102696	0.4	0.096202	9.7375e-06	0	0.096674	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
513480	102696	0.5	0.071297	0	0	0.095622	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
616176	102696	0.6	0.059083	9.7375e-06	0	0.096167	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
718872	102696	0.7	0.053692	0	0	0.09682	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
821568	102696	0.79999	0.051717	0	0	0.095174	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
924264	102696	0.89999	0.049996	0	0	0.096021	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
1026960	102696	0.99999	0.050436	9.7375e-06	0	0.095982	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
1026967	7	1	0.050432	0	0	0.42857	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	8
11976	11977	0.1	0.46998	0	0	0.048343	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
23952	11976	0.19999	0.22954	0	0	0.048681	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
35928	11976	0.29999	0.1192	0	0	0.048848	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
47904	11976	0.39998	0.07057	8.35e-05	0	0.047011	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
59880	11976	0.49997	0.047659	0	0	0.050267	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
71856	11976	0.59997	0.037038	0	0	0.049933	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
83832	11976	0.69996	0.03273	8.35e-05	0	0.046593	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
95808	11976	0.79995	0.030793	0	0	0.049432	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
107784	11976	0.89995	0.029257	8.35e-05	0	0.047929	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
119760	11976	0.99994	0.027921	0	0	0.054025	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
119767	7	1	0.027921	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	8
7750	7751	0.1	0.4541	0	0	0.008515	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
15500	7750	0.19999	0.20782	0.00012903	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
23250	7750	0.29998	0.10094	0	0	0.007871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
31000	7750	0.39997	0.050163	0.00012903	0	0.0067097	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
38750	7750	0.49996	0.027713	0	0	0.0073548	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
46500	7750	0.59995	0.017805	0	0	0.0083871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
54250	7750	0.69994	0.012541	0.00012903	0	0.0096774	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
62000	7750	0.79993	0.010012	0.00025806	0	0.0061935	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
69750	7750	0.89992	0.0091345	0.00012903	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
77500	7750	0.99991	0.0088765	0	0	0.0086452	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
77507	7	1	0.0088765	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	8
8098	8099	0.1	0.48249	0	0	0.070132	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
16196	8098	0.19999	0.24117	0	0	0.062979	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
24294	8098	0.29998	0.13108	0	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
32392	8098	0.39997	0.080901	0.00012349	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
40490	8098	0.49996	0.056453	0	0	0.067424	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
48588	8098	0.59995	0.046624	0.00012349	0	0.070388	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
56686	8098	0.69994	0.040747	0	0	0.067548	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
64784	8098	0.79993	0.039759	0.00012349	0	0.067301	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
72882	8098	0.89992	0.038722	0.00012349	0	0.063843	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
80980	8098	0.99991	0.038228	0	0	0.06446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
80987	7	1	0.038178	0	0	0.14286	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	8
2926	2927	0.10002	0.49371	0	0	0.090195	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
5852	2926	0.20001	0.25014	0.00034176	0	0.092276	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
8778	2926	0.29999	0.14584	0.00034176	0	0.092276	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
11704	2926	0.39998	0.092947	0.00068353	0	0.0892	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
14630	2926	0.49997	0.074494	0.00034176	0	0.089542	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
17556	2926	0.59995	0.068207	0	0	0.10014	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
20482	2926	0.69994	0.063149	0	0	0.0892	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
23408	2926	0.79992	0.063559	0	0	0.084416	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
26334	2926	0.89991	0.057955	0.00034176	0	0.086808	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
29260	2926	0.9999	0.057682	0.00068353	0	0.088517	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
29263	3	1	0.057682	0	0	0	0	0	Gene - participates - Cancer-Hallmarks	GpH	9
41670	41671	0.1	0.48899	2.3998e-05	0	0.082671	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
83340	41670	0.2	0.25048	2.3998e-05	0	0.085985	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
125010	41670	0.3	0.14013	2.3998e-05	0	0.083921	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
166680	41670	0.39999	0.088906	0	0	0.085049	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
208350	41670	0.49999	0.064333	0	0	0.084185	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
250020	41670	0.59999	0.05291	2.3998e-05	0	0.083921	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
291690	41670	0.69999	0.047295	0	0	0.082841	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
333360	41670	0.79999	0.045586	2.3998e-05	0	0.083609	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
375030	41670	0.89999	0.045183	0	0	0.085457	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
416700	41670	0.99998	0.043589	0	0	0.080994	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
416707	7	1	0.04358	0	0	0	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	9
16843	16844	0.1	0.51332	0	0	0.13002	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
33686	16843	0.2	0.2804	0	0	0.13198	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
50529	16843	0.3	0.17004	5.9372e-05	0	0.13329	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
67372	16843	0.4	0.11877	0	0	0.13911	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
84215	16843	0.5	0.093996	0	0	0.13537	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
101058	16843	0.6	0.082075	5.9372e-05	0	0.13489	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
117901	16843	0.7	0.074784	5.9372e-05	0	0.13044	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
134744	16843	0.8	0.071435	5.9372e-05	0	0.13074	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
151587	16843	0.9	0.070723	0	0	0.13365	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
168430	16843	0.99999	0.069939	0	0	0.13323	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
168431	1	1	0.069939	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	9
19287	19288	0.1	0.51031	5.1846e-05	0	0.1264	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
38574	19287	0.2	0.27894	0	0	0.13071	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
57861	19287	0.3	0.16797	5.1848e-05	0	0.12848	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
77148	19287	0.4	0.11527	0	0	0.13144	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
96435	19287	0.5	0.091273	5.1848e-05	0	0.12864	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
115722	19287	0.6	0.079327	0	0	0.12594	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
135009	19287	0.7	0.073686	5.1848e-05	0	0.12983	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
154296	19287	0.8	0.072421	0	0	0.12952	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
173583	19287	0.9	0.072089	0	0	0.1289	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
192870	19287	0.99999	0.071716	0	0	0.13398	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
192871	1	1	0.071716	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	9
135469	135470	0.1	0.47929	0	0	0.064191	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
270938	135469	0.2	0.23905	0	0	0.064878	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
406407	135469	0.3	0.12845	0	0	0.065624	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
541876	135469	0.4	0.076912	7.3818e-06	0	0.06431	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
677345	135469	0.5	0.053769	7.3818e-06	0	0.065137	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
812814	135469	0.6	0.042297	7.3818e-06	0	0.065299	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
948283	135469	0.7	0.037133	0	0	0.065712	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
1083752	135469	0.8	0.035205	7.3818e-06	0	0.064	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
1219221	135469	0.9	0.03429	1.4764e-05	0	0.063712	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
1354690	135469	1	0.033581	7.3818e-06	0	0.063742	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
1354695	5	1	0.033578	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	9
33051	33052	0.1	0.5047	3.0255e-05	0	0.11948	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
66102	33051	0.2	0.26964	3.0256e-05	0	0.12472	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
99153	33051	0.3	0.15902	3.0256e-05	0	0.11876	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
132204	33051	0.4	0.10697	0	0	0.118	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
165255	33051	0.49999	0.080867	0	0	0.12148	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
198306	33051	0.59999	0.070012	0	0	0.12099	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
231357	33051	0.69999	0.064154	0	0	0.12302	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
264408	33051	0.79999	0.060536	6.0513e-05	0	0.12169	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
297459	33051	0.89999	0.058539	0	0	0.12042	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
330510	33051	0.99998	0.057462	0	0	0.12136	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
330515	5	1	0.057462	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	9
190749	190750	0.1	0.49979	0	0	0.10839	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
381498	190749	0.2	0.26405	0	0	0.10745	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
572247	190749	0.3	0.15302	0	0	0.10912	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
762996	190749	0.4	0.10051	5.2425e-06	0	0.10812	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
953745	190749	0.5	0.075691	0	0	0.11016	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1144494	190749	0.6	0.063864	0	0	0.11029	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1335243	190749	0.7	0.05868	0	0	0.10866	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1525992	190749	0.8	0.055986	0	0	0.10795	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1716741	190749	0.9	0.054702	0	0	0.10912	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1907490	190749	1	0.054086	0	0	0.11078	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
1907491	1	1	0.054084	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	9
28214	28215	0.1	0.49839	3.5442e-05	0	0.10498	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
56428	28214	0.2	0.26207	0	0	0.10169	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
84642	28214	0.3	0.15146	3.5443e-05	0	0.10275	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
112856	28214	0.4	0.099071	0	0	0.10186	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
141070	28214	0.5	0.075991	0	0	0.10013	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
169284	28214	0.6	0.064195	0	0	0.10392	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
197498	28214	0.7	0.058638	3.5443e-05	0	0.1002	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
225712	28214	0.8	0.05593	3.5443e-05	0	0.10211	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
